date,totalChallan,disposedChallan,pendingChallan,pendingAmount,disposedAmount,totalAmount,pendingCourt,disposedCourt,totalCourt
2016-04-21,1438,160,1278,1022600,371660,1394260,1006,37,1043
2016-04-22,1608,172,1436,963200,241900,1205100,1129,89,1218
2016-04-23,1299,143,1156,808231,375990,1184221,899,36,935
2016-04-24,907,92,815,612650,204475,817125,659,43,702
2016-04-25,1602,232,1370,945300,465510,1410810,1067,37,1104
2016-04-26,1611,184,1427,1011700,318500,1330200,1093,64,1157
2016-04-27,1464,184,1280,1283500,252000,1535500,909,59,968
2016-04-28,1450,206,1244,1160450,468315,1628765,903,55,958
2016-04-29,1236,170,1066,1153040,612132,1765172,673,29,702
2016-04-30,1048,117,931,649450,175800,825250,653,40,693
2016-05-01,555,58,497,514500,97600,612100,333,7,340
2016-05-02,943,107,836,787697,238105,1025802,532,45,577
2016-05-03,1278,141,1137,866530,255455,1121985,818,46,864
2016-05-04,1515,177,1338,1380350,438030,1818380,993,28,1021
2016-05-05,1564,165,1399,1135190,405690,1540880,1070,55,1125
2016-05-06,1558,156,1402,1377120,283590,1660710,1015,23,1038
2016-05-07,1233,128,1105,892350,217972,1110322,823,18,841
2016-05-08,594,52,542,369950,154200,524150,377,18,395
2016-05-09,1003,103,900,661500,93000,754500,592,40,632
2016-05-10,1492,175,1317,1125048,216545,1341593,935,21,956
2016-05-11,1437,176,1261,1134100,482880,1616980,844,25,869
2016-05-12,1504,166,1338,959150,248735,1207885,932,14,946
2016-05-13,1536,163,1373,925900,342064,1267964,1039,51,1090
2016-05-14,1494,128,1366,804835,259535,1064370,965,21,986
2016-05-15,863,57,806,650300,142700,793000,610,13,623
2016-05-16,1274,93,1181,977550,248000,1225550,817,8,825
2016-05-17,1521,88,1433,3716605,313125,4029730,1032,7,1039
2016-05-18,1430,112,1318,1084645,369078,1453723,993,31,1024
2016-05-19,1593,71,1522,1222900,224884,1447784,1143,3,1146
2016-05-20,1325,54,1271,924150,204650,1128800,1004,4,1008
2016-05-21,1153,58,1095,731550,223300,954850,872,1,873
2016-05-22,1482,39,1443,546950,85875,632825,1306,3,1309
2016-05-23,1793,59,1734,690627,139700,830327,1507,14,1521
2016-05-24,1366,80,1286,963700,265575,1229275,969,9,978
2016-05-25,1780,77,1703,1013300,345350,1358650,13,6,19
2016-05-26,1430,94,1336,794220,353450,1147670,1015,23,1038
2016-05-27,1460,105,1355,935900,299010,1234910,982,4,986
2016-05-28,1411,46,1365,851890,94900,946790,977,11,988
2016-05-29,822,30,792,565870,108800,674670,599,3,602
2016-05-30,990,69,921,686610,162101,848711,647,2,649
2016-05-31,1532,74,1458,874250,198450,1072700,1115,4,1119
2016-06-01,1268,101,1167,1253700,243800,1497500,894,14,908
2016-06-02,1313,83,1230,1076800,346650,1423450,900,18,918
2016-06-03,1276,100,1176,1514640,287273,1801913,849,15,864
2016-06-04,1310,86,1224,1139147,238100,1377247,843,6,849
2016-06-05,591,56,535,1022950,130620,1153570,325,12,337
2016-06-06,987,136,851,1558250,534350,2092600,503,27,530
2016-06-07,1256,158,1098,1162900,254550,1417450,817,53,870
2016-06-08,1179,121,1058,1487410,226200,1713610,749,39,788
2016-06-09,994,130,864,1132419,287380,1419799,586,33,619
2016-06-10,1088,157,931,957250,342350,1299600,663,38,701
2016-06-11,922,135,787,805550,223550,1029100,585,40,625
2016-06-12,742,103,639,710850,188150,899000,478,14,492
2016-06-13,788,89,699,1220500,84700,1305200,453,27,480
2016-06-14,1406,177,1229,1496250,388950,1885200,939,30,969
2016-06-15,1182,209,973,1294355,396160,1690515,679,28,707
2016-06-16,1364,193,1171,1226350,319824,1546174,915,71,986
2016-06-17,1067,142,925,1095900,221800,1317700,677,15,692
2016-06-18,841,131,710,1218950,410000,1628950,516,13,529
2016-06-19,411,61,350,601201,189300,790501,247,4,251
2016-06-20,672,78,594,768625,183975,952600,377,5,382
2016-06-21,916,132,784,950300,355340,1305640,520,11,531
2016-06-22,1349,127,1222,1270150,267708,1537858,837,36,873
2016-06-23,1503,142,1361,1165850,311814,1477664,1038,16,1054
2016-06-24,1301,88,1213,917100,293770,1210870,969,20,989
2016-06-25,1026,72,954,898450,258050,1156500,708,7,715
2016-06-26,883,66,817,728750,252350,981100,611,7,618
2016-06-27,1075,61,1014,861300,123860,985160,723,5,728
2016-06-28,1509,72,1437,1066700,356936,1423636,1153,6,1159
2016-06-29,1180,74,1106,1206590,197600,1404190,827,3,830
2016-06-30,863,72,791,836900,276921,1113821,514,6,520
2016-07-01,1057,52,1005,998150,154500,1152650,739,2,741
2016-07-02,989,71,918,979100,158200,1137300,682,8,690
2016-07-03,607,40,567,441325,94800,536125,459,8,467
2016-07-04,963,81,882,784525,191507,976032,634,14,648
2016-07-05,1053,70,983,759485,426050,1185535,738,17,755
2016-07-06,1235,63,1172,780950,241950,1022900,879,2,881
2016-07-07,1137,51,1086,769500,295800,1065300,810,1,811
2016-07-08,1597,81,1516,883650,191200,1074850,1191,17,1208
2016-07-09,1392,62,1330,805225,189100,994325,1143,3,1146
2016-07-10,754,45,709,540050,190070,730120,556,7,563
2016-07-11,1181,88,1093,1075400,491100,1566500,902,5,907
2016-07-12,1435,94,1341,1051550,450191,1501741,1068,17,1085
2016-07-13,1509,110,1399,919725,359375,1279100,1075,4,1079
2016-07-14,1026,84,942,1219700,359050,1578750,656,13,669
2016-07-15,1411,71,1340,1101614,146849,1248463,991,9,1000
2016-07-16,928,64,864,1099100,318650,1417750,607,2,609
2016-07-17,773,68,705,733550,198150,931700,524,14,538
2016-07-18,983,75,908,1213150,451849,1664999,673,4,677
2016-07-19,1251,96,1155,1086696,216627,1303323,906,31,937
2016-07-20,1211,124,1087,1178040,307575,1485615,796,12,808
2016-07-21,1363,91,1272,1185610,375800,1561410,871,19,890
2016-07-22,1263,99,1164,999150,347550,1346700,880,5,885
2016-07-23,1005,63,942,827250,389825,1217075,722,8,730
2016-07-24,753,43,710,559810,226659,786469,580,6,586
2016-07-25,1049,67,982,1112700,260300,1373000,727,13,740
2016-07-26,1557,99,1458,812845,255450,1068295,1175,5,1180
2016-07-27,1477,116,1361,1178000,469290,1647290,1053,8,1061
2016-07-28,1135,76,1059,903700,305400,1209100,762,16,778
2016-07-29,1109,80,1029,1097335,319150,1416485,720,7,727
2016-07-30,1379,72,1307,836371,181940,1018311,1080,8,1088
2016-07-31,1098,30,1068,505410,77900,583310,865,5,870
2016-08-01,884,92,792,870400,281550,1151950,556,15,571
2016-08-02,1365,124,1241,1180650,390810,1571460,949,6,955
2016-08-03,1674,84,1590,830425,259500,1089925,1308,25,1333
2016-08-04,1775,97,1678,979310,398070,1377380,1381,5,1386
2016-08-05,1501,75,1426,1115852,264150,1380002,1167,4,1171
2016-08-06,1447,91,1356,732100,215550,947650,1091,5,1096
2016-08-07,937,73,864,790300,205550,995850,669,7,676
2016-08-08,1543,96,1447,852660,137850,990510,1140,7,1147
2016-08-09,1603,111,1492,987450,426750,1414200,1218,3,1221
2016-08-10,1684,112,1572,1175475,356500,1531975,1238,5,1243
2016-08-11,1017,100,917,848310,313076,1161386,661,11,672
2016-08-12,1399,130,1269,746952,416900,1163852,880,31,911
2016-08-13,700,64,636,453100,177800,630900,475,7,482
2016-08-14,525,41,484,286400,90640,377040,346,10,356
2016-08-15,153,34,119,121100,202800,323900,50,7,57
2016-08-16,1324,112,1212,995100,160524,1155624,1019,5,1024
2016-08-17,1462,129,1333,920000,224204,1144204,1141,11,1152
2016-08-18,671,35,636,527350,43850,571200,476,1,477
2016-08-19,1649,125,1524,812050,261275,1073325,1309,7,1316
2016-08-20,1221,87,1134,1173670,254750,1428420,916,4,920
2016-08-21,643,57,586,449600,114570,564170,480,10,490
2016-08-22,1499,109,1390,1222050,383850,1605900,1170,9,1179
2016-08-23,1812,116,1696,916579,413940,1330519,1446,12,1458
2016-08-24,1521,88,1433,965000,381380,1346380,1151,9,1160
2016-08-25,1131,49,1082,659750,170700,830450,928,19,947
2016-08-26,1322,80,1242,821650,196300,1017950,1033,28,1061
2016-08-27,1478,88,1390,983384,224765,1208149,1071,7,1078
2016-08-28,821,69,752,448350,221430,669780,591,7,598
2016-08-29,1160,88,1072,977200,334597,1311797,793,2,795
2016-08-30,1515,115,1400,898550,433404,1331954,1063,8,1071
2016-08-31,914,78,836,727900,300350,1028250,637,13,650
2016-09-01,1231,96,1135,1045400,273760,1319160,899,2,901
2016-09-02,947,79,868,813300,400326,1213626,704,22,726
2016-09-03,1087,60,1027,1164400,238880,1403280,813,9,822
2016-09-04,859,53,806,572385,49385,621770,622,1,623
2016-09-05,721,64,657,595200,130100,725300,483,17,500
2016-09-06,1056,92,964,1264200,253275,1517475,711,21,732
2016-09-07,1187,118,1069,1295845,494939,1790784,832,8,840
2016-09-08,1143,72,1071,1125500,179200,1304700,829,8,837
2016-09-09,1191,115,1076,888350,461175,1349525,826,5,831
2016-09-10,900,119,781,900330,450900,1351230,611,12,623
2016-09-11,561,50,511,514150,100100,614250,426,16,442
2016-09-12,730,47,683,513400,87650,601050,526,13,539
2016-09-13,713,35,678,450500,104725,555225,518,9,527
2016-09-14,851,72,779,687750,213369,901119,551,22,573
2016-09-15,1149,80,1069,775698,279310,1055008,865,15,880
2016-09-16,1007,56,951,921250,179050,1100300,762,3,765
2016-09-17,1043,78,965,737499,382700,1120199,790,27,817
2016-09-18,422,50,372,294200,102400,396600,227,10,237
2016-09-19,980,72,908,875100,209350,1084450,642,24,666
2016-09-20,1293,107,1186,1022501,264152,1286653,894,11,905
2016-09-21,1196,93,1103,1084400,303400,1387800,837,8,845
2016-09-22,1253,87,1166,1050549,358590,1409139,914,25,939
2016-09-23,1055,117,938,852400,531250,1383650,659,6,665
2016-09-24,940,85,855,735442,260650,996092,621,4,625
2016-09-25,804,48,756,759900,110500,870400,567,1,568
2016-09-26,918,58,860,706320,145150,851470,613,5,618
2016-09-27,1088,83,1005,1054754,334701,1389455,760,15,775
2016-09-28,1170,96,1074,1065850,1090851,2156701,849,18,867
2016-09-29,1079,112,967,1278735,337310,1616045,721,7,728
2016-09-30,907,50,857,392200,88100,480300,676,10,686
2016-10-01,1181,72,1109,1283700,166950,1450650,906,8,914
2016-10-02,427,39,388,670340,99100,769440,258,1,259
2016-10-03,1031,86,945,704300,188150,892450,782,20,802
2016-10-04,819,60,759,801101,117400,918501,585,20,605
2016-10-05,1158,96,1062,1059460,271750,1331210,822,5,827
2016-10-06,958,76,882,1037650,227850,1265500,676,15,691
2016-10-07,1210,74,1136,1269651,225495,1495146,893,8,901
2016-10-08,1018,61,957,836150,192750,1028900,778,3,781
2016-10-09,523,52,471,666650,300300,966950,331,7,338
2016-10-10,959,88,871,768050,122725,890775,711,7,718
2016-10-11,760,27,733,422820,71700,494520,658,3,661
2016-10-12,843,40,803,806800,69650,876450,692,1,693
2016-10-13,1284,87,1197,1035501,171850,1207351,1042,24,1066
2016-10-14,853,101,752,1054610,175300,1229910,570,4,574
2016-10-15,994,139,855,1034340,466950,1501290,736,28,764
2016-10-16,723,98,625,569450,365260,934710,540,18,558
2016-10-17,1037,116,921,1143280,384850,1528130,769,17,786
2016-10-18,1054,107,947,910502,414650,1325152,806,19,825
2016-10-19,934,92,842,1214250,324250,1538500,695,12,707
2016-10-20,1242,89,1153,838152,234950,1073102,1018,25,1043
2016-10-21,1095,109,986,1008050,221325,1229375,818,16,834
2016-10-22,1132,111,1021,762650,250940,1013590,901,28,929
2016-10-23,829,59,770,261300,190170,451470,636,1,637
2016-10-24,883,58,825,796600,227650,1024250,693,3,696
2016-10-25,1122,97,1025,1236449,242150,1478599,38,29,67
2016-10-26,1109,98,1011,1458200,543600,2001800,856,3,859
2016-10-27,959,53,906,766350,149450,915800,808,8,816
2016-10-28,1023,87,936,535000,192404,727404,828,34,862
2016-10-29,563,28,535,375050,57750,432800,443,0,443
2016-10-30,215,11,204,159500,18400,177900,139,2,141
2016-10-31,278,22,256,111350,6700,118050,204,8,212
2016-11-01,584,34,550,314000,35400,349400,503,15,518
2016-11-02,696,50,646,652500,64500,717000,563,19,582
2016-11-03,643,56,587,703500,189546,893046,486,4,490
2016-11-04,704,53,651,479950,189510,669460,548,10,558
2016-11-05,760,71,689,756629,232100,988729,566,11,577
2016-11-06,449,31,418,475750,91201,566951,323,3,326
2016-11-07,941,81,860,828450,154154,982604,644,8,652
2016-11-08,903,119,784,1117433,359902,1477335,616,11,627
2016-11-09,935,113,822,623348,404500,1027848,688,22,710
2016-11-10,644,75,569,662800,275899,938699,434,7,441
2016-11-11,645,116,529,602700,542919,1145619,379,13,392
2016-11-12,628,86,542,461948,320750,782698,432,19,451
2016-11-13,554,101,453,280950,471450,752400,317,18,335
2016-11-14,482,79,403,370850,330250,701100,275,11,286
2016-11-15,829,87,742,629349,138050,767399,527,13,540
2016-11-16,874,107,767,670600,286250,956850,567,37,604
2016-11-17,662,100,562,710350,266210,976560,385,22,407
2016-11-18,668,106,562,665400,359810,1025210,395,17,412
2016-11-19,804,114,690,556900,192900,749800,521,35,556
2016-11-20,474,81,393,525450,135015,660465,247,16,263
2016-11-21,979,114,865,753390,159600,912990,670,38,708
2016-11-22,672,110,562,1054450,285560,1340010,354,21,375
2016-11-23,671,129,542,816200,295150,1111350,342,32,374
2016-11-24,731,109,622,751300,233650,984950,458,24,482
2016-11-25,534,95,439,847650,281650,1129300,260,22,282
2016-11-26,714,98,616,988250,150550,1138800,424,16,440
2016-11-27,391,58,333,394750,335700,730450,212,14,226
2016-11-28,738,161,577,875508,295375,1170883,399,15,414
2016-11-29,825,186,639,812950,397100,1210050,486,36,522
2016-11-30,796,144,652,946250,205791,1152041,459,34,493
2016-12-01,888,141,747,1115650,361881,1477531,528,46,574
2016-12-02,851,113,738,1025160,282965,1308125,534,32,566
2016-12-03,715,111,604,1023800,360545,1384345,422,22,444
2016-12-04,621,91,530,631400,138938,770338,427,28,455
2016-12-05,1030,145,885,906548,260651,1167199,642,54,696
2016-12-06,1011,120,891,871150,187300,1058450,697,19,716
2016-12-07,1160,165,995,1073699,268425,1342124,750,44,794
2016-12-08,1096,200,896,911801,403610,1315411,700,63,763
2016-12-09,1354,200,1154,765670,315950,1081620,1006,71,1077
2016-12-10,804,119,685,707704,232595,940299,545,33,578
2016-12-11,631,93,538,521600,145290,666890,412,27,439
2016-12-12,818,146,672,650850,416300,1067150,529,40,569
2016-12-13,965,185,780,1082879,408535,1491414,593,52,645
2016-12-14,1092,233,859,958200,400090,1358290,623,66,689
2016-12-15,1425,294,1131,1365600,478245,1843845,901,49,950
2016-12-16,1274,235,1039,1217100,573699,1790799,790,48,838
2016-12-17,1065,225,840,1854130,667810,2521940,598,40,638
2016-12-18,770,137,633,749200,192090,941290,507,22,529
2016-12-19,860,196,664,1676350,422170,2098520,393,46,439
2016-12-20,1203,235,968,1790600,751583,2542183,722,71,793
2016-12-21,1067,244,823,1633150,606270,2239420,572,71,643
2016-12-22,1036,190,846,1277240,438892,1716132,611,50,661
2016-12-23,867,197,670,1114510,376001,1490511,473,71,544
2016-12-24,976,232,744,977800,417700,1395500,551,49,600
2016-12-25,1002,194,808,887550,324076,1211626,590,58,648
2016-12-26,830,177,653,1126850,402250,1529100,441,42,483
2016-12-27,1093,250,843,1001565,942195,1943760,668,26,694
2016-12-28,714,245,469,1434150,635296,2069446,306,42,348
2016-12-29,928,242,686,1330675,485400,1816075,516,71,587
2016-12-30,759,233,526,687100,251952,939052,401,47,448
2016-12-31,644,194,450,975220,594565,1569785,282,43,325
2017-01-01,361,77,284,585970,143850,729820,155,11,166
2017-01-02,663,109,554,1249980,110950,1360930,357,31,388
2017-01-03,882,169,713,1601800,400800,2002600,525,45,570
2017-01-04,928,142,786,1170409,381770,1552179,563,43,606
2017-01-05,894,157,737,1562351,441975,2004326,531,37,568
2017-01-06,880,174,706,2062456,581390,2643846,461,23,484
2017-01-07,811,194,617,1134250,547490,1681740,419,38,457
2017-01-08,588,132,456,505951,286235,792186,273,22,295
2017-01-09,580,110,470,654000,243651,897651,288,24,312
2017-01-10,903,197,706,900100,235930,1136030,505,40,545
2017-01-11,809,164,645,1201810,254300,1456110,444,40,484
2017-01-12,844,188,656,1409600,239700,1649300,428,56,484
2017-01-13,930,217,713,845350,390740,1236090,554,58,612
2017-01-14,740,143,597,480000,199500,679500,473,56,529
2017-01-15,767,124,643,652750,211160,863910,501,45,546
2017-01-16,920,200,720,867151,358525,1225676,513,28,541
2017-01-17,993,223,770,1256200,371700,1627900,562,50,612
2017-01-18,779,190,589,1212190,226850,1439040,431,45,476
2017-01-19,914,223,691,1021100,420900,1442000,512,57,569
2017-01-20,764,212,552,1300995,559291,1860286,343,47,390
2017-01-21,939,243,696,1161550,503100,1664650,504,64,568
2017-01-22,730,144,586,560100,200750,760850,437,51,488
2017-01-23,583,165,418,942075,328050,1270125,207,24,231
2017-01-24,651,172,479,1159835,605950,1765785,287,28,315
2017-01-25,1051,219,832,904400,583705,1488105,670,14,684
2017-01-26,319,50,269,314200,191250,505450,149,5,154
2017-01-27,710,308,402,928709,596910,1525619,266,30,296
2017-01-28,693,222,471,1129950,436480,1566430,328,48,376
2017-01-29,789,265,524,1059050,783378,1842428,414,33,447
2017-01-30,807,286,521,1250050,791760,2041810,318,52,370
2017-01-31,797,221,576,766900,357350,1124250,349,41,390
2017-02-01,765,111,654,1654900,526065,2180965,476,12,488
2017-02-02,800,141,659,822200,354063,1176263,434,34,468
2017-02-03,910,164,746,1477000,346300,1823300,461,32,493
2017-02-04,872,123,749,657100,276151,933251,572,22,594
2017-02-05,612,92,520,867920,142150,1010070,385,24,409
2017-02-06,923,187,736,772400,457590,1229990,508,39,547
2017-02-07,1050,185,865,1112250,457325,1569575,635,34,669
2017-02-08,1132,226,906,1628700,417250,2045950,612,62,674
2017-02-09,756,143,613,1009250,405450,1414700,390,19,409
2017-02-10,821,144,677,635400,170600,806000,455,16,471
2017-02-11,754,126,628,555800,391050,946850,400,31,431
2017-02-12,398,77,321,798000,127125,925125,172,13,185
2017-02-13,743,115,628,1045099,151500,1196599,398,6,404
2017-02-14,1377,222,1155,1290750,363350,1654100,809,27,836
2017-02-15,1255,209,1046,1025550,295110,1320660,721,57,778
2017-02-16,837,204,633,823850,326250,1150100,394,44,438
2017-02-17,1089,234,855,1067100,622300,1689400,584,16,600
2017-02-18,841,211,630,672050,321001,993051,358,10,368
2017-02-19,678,163,515,502000,165300,667300,339,15,354
2017-02-20,861,179,682,1045750,307660,1353410,405,48,453
2017-02-21,1021,213,808,1438650,290551,1729201,486,50,536
2017-02-22,1165,261,904,1315590,648748,1964338,644,19,663
2017-02-23,835,203,632,830700,448591,1279291,421,56,477
2017-02-24,709,221,488,655800,341350,997150,320,74,394
2017-02-25,741,243,498,736750,338300,1075050,291,27,318
2017-02-26,545,183,362,504600,328295,832895,209,29,238
2017-02-27,835,248,587,912150,355770,1267920,362,62,424
2017-02-28,1256,271,985,1001650,504925,1506575,697,63,760
2017-03-01,1015,282,733,1531110,955740,2486850,406,44,450
2017-03-02,1059,275,784,1628500,697060,2325560,449,74,523
2017-03-03,1087,271,816,1297550,682581,1980131,431,37,468
2017-03-04,1032,211,821,1429500,544000,1973500,550,48,598
2017-03-05,480,98,382,525650,246400,772050,164,13,177
2017-03-06,946,238,708,1051850,851934,1903784,429,32,461
2017-03-07,1090,244,846,1225900,535420,1761320,545,33,578
2017-03-08,884,251,633,979100,622850,1601950,395,42,437
2017-03-09,1075,313,762,1249550,651238,1900788,421,67,488
2017-03-10,1211,322,889,920630,395900,1316530,537,60,597
2017-03-11,775,154,621,657250,229100,886350,368,31,399
2017-03-12,476,98,378,315800,84625,400425,170,6,176
2017-03-13,270,35,235,93100,36675,129775,145,8,153
2017-03-14,796,111,685,654700,180000,834700,423,4,427
2017-03-15,1134,190,944,596850,395887,992737,619,18,637
2017-03-16,1159,292,867,922340,752865,1675205,546,50,596
2017-03-17,1037,259,778,988899,507350,1496249,456,56,512
2017-03-18,1169,262,907,1058260,977950,2036210,548,64,612
2017-03-19,602,154,448,644300,569906,1214206,219,17,236
2017-03-20,978,209,769,830150,621250,1451400,452,38,490
2017-03-21,1177,302,875,1455752,1056085,2511837,580,72,652
2017-03-22,1242,407,835,1341251,1116505,2457756,537,69,606
2017-03-23,1174,342,832,2386665,1007960,3394625,552,32,584
2017-03-24,1067,378,689,955850,1499930,2455780,397,48,445
2017-03-25,1116,392,724,1003650,2702678,3706328,434,58,492
2017-03-26,675,222,453,495400,980080,1475480,225,35,260
2017-03-27,1160,354,806,916600,1365041,2281641,512,83,595
2017-03-28,1322,349,973,1232350,996020,2228370,664,78,742
2017-03-29,1469,422,1047,1030900,1353705,2384605,738,65,803
2017-03-30,1418,409,1009,906490,731610,1638100,643,77,720
2017-03-31,1599,485,1114,1043000,751880,1794880,666,61,727
2017-04-01,967,257,710,31478850,734210,32213060,351,28,379
2017-04-02,788,213,575,800500,516935,1317435,314,36,350
2017-04-03,921,276,645,1004850,1096456,2101306,344,53,397
2017-04-04,1020,276,744,1325150,1032670,2357820,395,51,446
2017-04-05,1334,258,1076,1080760,608210,1688970,685,68,753
2017-04-06,1501,303,1198,910149,692011,1602160,785,79,864
2017-04-07,1542,349,1193,1179590,1152402,2331992,762,40,802
2017-04-08,1516,411,1105,989000,1325710,2314710,699,37,736
2017-04-09,781,200,581,463550,516450,980000,350,50,400
2017-04-10,1335,325,1010,1204500,952060,2156560,630,64,694
2017-04-11,1324,297,1027,1110051,818266,1928317,687,27,714
2017-04-12,1611,493,1118,1337700,1377630,2715330,750,72,822
2017-04-13,1312,466,846,1431550,1617270,3048820,508,55,563
2017-04-14,1287,448,839,1062950,1149095,2212045,572,77,649
2017-04-15,1316,425,891,1015160,1134720,2149880,545,76,621
2017-04-16,850,345,505,563250,662660,1225910,218,33,251
2017-04-17,1598,494,1104,1276150,1320420,2596570,693,45,738
